TIME,SCORE,EMOTION
04:02:,1,neutral
04:59:,3,happy
04:21:,2,sad
04:55:,1,sad
04:33:,1,neutral
06:59:,3,neutral
07:25:,8,neutral
05:48:,4,happy
05:17:,18,hate
05:32:,1,sad
11:24:,1,happy
12:14:,1,sad
13:08:,6,hate
13:50:,1,happy
04:49:,1,sad
07:32:,0,hate
05:35:,1,neutral
06:15:,1,sad
06:36:,9,sad
07:32:,6,neutral
12:06:,1,neutral
05:02:,1,neutral
05:25:,4,neutral
04:10:,1,neutral
04:35:,1,neutral
07:58:,3,sad
04:02:,-5,neutral
05:28:,54,sad
05:41:,6,anger
08:07:,8,sad
05:46:,23,sad
05:14:,-3,neutral
05:30:,4,happy
06:51:,1,neutral
06:22:,1,sad
06:02:,2,sad
08:57:,-2,sad
07:06:,2,sad
05:38:,1,neutral
05:28:,1,neutral
05:01:,1,happy
05:51:,1,neutral
06:03:,18,sad
07:15:,1,happy
06:20:,6,neutral
09:02:,15,sad
08:16:,-6,happy
12:28:,1,happy
14:26:,1,neutral
03:42:,22,neutral
03:29:,1,neutral
05:24:,1,happy
04:48:,1,sad
05:21:,1,neutral
04:12:,17,neutral
05:50:,1,sad
06:03:,42,neutral
07:29:,1,neutral
06:36:,1,neutral
07:46:,13,happy
06:49:,12,neutral
06:16:,3,hate
06:33:,1,neutral
05:53:,-5,neutral
07:35:,-2,sad
09:11:,-12,neutral
10:49:,4,neutral
05:27:,1,sad
07:32:,21,neutral
07:11:,-1,happy
06:20:,13,happy
05:43:,2,neutral
07:52:,1,sad
05:20:,16,sad
05:35:,1,neutral
06:05:,1,neutral
06:07:,4,neutral
07:07:,-3,sad
07:46:,6,hate
07:25:,1,sad
02:59:,3,neutral
02:31:,-1,neutral
02:37:,1,neutral
03:32:,3,happy
04:14:,1,neutral
04:14:,1,happy
04:25:,16,sad
04:53:,-1,neutral
07:04:,1,neutral
04:16:,11,neutral
04:10:,33,happy
05:04:,6,neutral
05:13:,2,neutral
03:56:,-8,neutral
05:19:,12,neutral
04:17:,3,sad
04:41:,1,neutral
04:37:,1,neutral
03:38:,2,neutral
04:10:,3,neutral
07:03:,3,happy
06:14:,0,hate
06:20:,1,sad
05:34:,20,sad
05:19:,0,sad
05:05:,2,neutral
05:24:,-11,neutral
06:41:,1,neutral
07:46:,1,happy
05:37:,2,sad
03:35:,2,neutral
05:00:,1,hate
04:55:,1,neutral
04:02:,1,neutral
05:03:,1,neutral
06:32:,0,neutral
06:33:,3,sad
05:50:,3,neutral
06:26:,2,neutral
03:47:,1,sad
06:20:,1,neutral
04:55:,1,happy
04:43:,1,sad
06:57:,1,neutral
06:14:,-1,neutral
01:35:,1,sad
01:46:,1,hate
00:20:,20,happy
01:13:,23,sad
02:19:,100,neutral
02:50:,2,sad
03:01:,0,neutral
02:59:,3,neutral
01:51:,5,sad
02:54:,-4,neutral
00:55:,1,hate
00:52:,5,anger
03:46:,5,happy
04:18:,0,happy
04:39:,1178,sad
04:44:,1,hate
04:12:,1,neutral
06:00:,4,neutral
06:22:,3,neutral
04:20:,3,neutral
05:32:,1,sad
07:59:,1,neutral
05:58:,1,sad
05:19:,1,sad
07:11:,1,happy
04:32:,-2,neutral
06:06:,1,neutral
07:28:,0,sad
05:41:,2,neutral
06:46:,1,neutral
06:25:,1,sad
07:54:,283,neutral
06:26:,1,sad
06:32:,3,sad
05:48:,14,neutral
06:20:,14,sad
06:27:,2,neutral
05:50:,1,sad
06:46:,1,neutral
06:25:,1,happy
06:37:,1,neutral
09:25:,9,neutral
05:34:,10,sad
06:43:,2,neutral
07:28:,2,happy
06:08:,1,sad
06:12:,41,sad
05:57:,2,neutral
05:14:,-5,neutral
06:46:,1,neutral
07:06:,3,sad
07:16:,1,happy
05:59:,-1,neutral
05:46:,2,happy
07:15:,1,happy
06:38:,1,sad
07:59:,1,neutral
08:23:,1,neutral
10:24:,1,hate
09:48:,-8,sad
09:21:,3,sad
05:42:,1,neutral
06:24:,69,happy
06:15:,2,neutral
07:07:,1,neutral
07:38:,4,neutral
08:10:,8,neutral
05:34:,1,neutral
04:31:,8,neutral
05:26:,-1,neutral
05:39:,1,neutral
06:03:,1,sad
07:14:,-3,neutral
07:24:,-1,happy
07:47:,1,neutral
09:54:,2,neutral
04:10:,1,happy
03:56:,2,neutral
04:12:,1,sad
10:31:,-2,sad
13:51:,1,sad
14:36:,6,sad
16:23:,1,neutral
06:07:,3,neutral
05:29:,2,neutral
09:21:,1,neutral
08:22:,1,neutral
06:25:,1,neutral
05:58:,2,neutral
06:03:,5,hate
05:12:,1,neutral
07:19:,0,sad
04:39:,2,neutral
14:06:,1,sad
14:11:,3,sad
14:46:,3,hate
17:30:,3,sad
15:07:,1,happy
09:30:,13,neutral
10:14:,1,happy
07:05:,5,sad
10:10:,1,neutral
07:44:,7,neutral
09:11:,1,sad
12:24:,-37,neutral
05:35:,0,sad
05:28:,1,neutral
05:52:,4,hate
07:42:,1,happy
05:54:,1,neutral
04:57:,57,happy
05:01:,1,neutral
07:52:,2,sad
07:14:,1,neutral
06:35:,6,neutral
06:25:,1,neutral
05:37:,2,neutral
07:03:,2,happy
07:18:,4,sad
06:28:,8,happy
07:54:,4,sad
08:32:,1,sad
06:39:,1,neutral
07:37:,1,happy
07:29:,1,neutral
07:24:,-6,sad
08:06:,6,neutral
12:39:,2,anger
16:36:,1,happy
21:16:,2,neutral
21:57:,7,neutral
22:33:,6,neutral
05:19:,1,sad
05:13:,2,sad
06:28:,7,sad
07:21:,5,neutral
06:13:,2,neutral
06:23:,1,neutral
15:27:,1,sad
15:57:,1,neutral
17:00:,13,neutral
22:44:,10,anger
06:09:,1,sad
07:33:,1,sad
09:14:,1,sad
11:18:,6,happy
13:42:,-9,neutral
20:05:,1,neutral
18:13:,1,hate
17:42:,1,neutral
23:09:,1,sad
08:10:,-26,sad
08:57:,2,neutral
08:59:,6,happy
12:13:,14,sad
15:26:,1,happy
15:57:,0,sad
16:21:,1,neutral
18:03:,0,neutral
17:01:,1,neutral
19:25:,2,neutral
19:48:,3,neutral
18:57:,1,sad
11:47:,1,sad
10:09:,3,neutral
08:14:,1,neutral
14:15:,1,neutral
15:11:,1,happy
15:30:,1,happy
05:34:,1,neutral
06:08:,1,happy
06:01:,3,anger
07:41:,3,neutral
06:21:,2,neutral
05:41:,1,neutral
05:51:,4,hate
06:49:,1,happy
07:16:,7,neutral
05:56:,1,happy
07:09:,-15,neutral
07:51:,25,neutral
07:53:,556,sad
08:02:,1,neutral
09:18:,1,anger
10:54:,2,happy
10:34:,1,happy
12:44:,13,neutral
13:35:,5,hate
14:04:,3,neutral
14:23:,1,sad
14:16:,3,happy
18:05:,0,neutral
20:10:,0,neutral
23:05:,1,neutral
15:13:,7,sad
14:29:,2,happy
18:14:,11,neutral
19:38:,0,neutral
14:26:,1,happy
08:14:,15,neutral
07:42:,1,happy
07:32:,6,neutral
07:55:,18,neutral
05:01:,1,happy
04:14:,2,sad
05:40:,4,anger
06:48:,2,happy
07:12:,1,neutral
07:59:,1,sad
08:10:,3,neutral
07:45:,2,neutral
07:09:,1,neutral
06:31:,-1,neutral
06:11:,1,sad
06:14:,6,anger
06:52:,5,neutral
03:05:,1,happy
02:55:,3,sad
03:19:,0,sad
05:55:,2,happy
07:48:,1,neutral
08:26:,33,happy
09:53:,1,sad
11:34:,14,neutral
06:10:,5,neutral
06:12:,2,neutral
06:23:,15,neutral
07:46:,2,neutral
07:23:,5,sad
07:29:,-1,neutral
07:48:,1,neutral
06:06:,2,sad
05:43:,1,anger
05:40:,1,neutral
07:09:,1,neutral
06:07:,1,sad
05:52:,1,neutral
06:24:,1,neutral
07:23:,1,happy
02:46:,1,sad
03:54:,-2,anger
02:49:,1,neutral
04:44:,1,happy
06:23:,2,neutral
07:19:,6,sad
07:32:,2,neutral
06:59:,1,neutral
07:45:,1,sad
10:34:,-17,sad
14:59:,2,neutral
17:04:,0,neutral
18:45:,-1,hate
05:10:,1,happy
07:17:,1,neutral
08:47:,1,happy
09:43:,1,sad
11:13:,40,neutral
11:39:,2,happy
15:59:,2,sad
06:22:,1,sad
07:31:,1,neutral
07:27:,1,sad
09:14:,1,happy
16:35:,1,sad
06:58:,-1,happy
08:17:,1,neutral
09:05:,5,neutral
15:36:,1,sad
06:10:,2,neutral
07:36:,1,happy
07:02:,1,sad
08:02:,1,neutral
12:02:,6,happy
22:54:,1,neutral
02:35:,1,neutral
00:02:,11,neutral
00:44:,1,sad
06:09:,153,neutral
07:18:,1,sad
07:35:,1,neutral
08:42:,1,neutral
15:08:,1,neutral
13:20:,241,happy
17:00:,2,neutral
22:59:,1,neutral
07:27:,3,sad
12:27:,1,neutral
09:05:,1,anger
11:45:,1,neutral
11:18:,5,sad
13:32:,3,happy
12:35:,8,neutral
08:54:,7,neutral
13:56:,8,neutral
21:56:,3,sad
07:07:,16,happy
06:39:,1,neutral
14:17:,1,neutral
16:22:,1,neutral
15:44:,8,neutral
18:08:,1,neutral
20:54:,1,neutral
05:28:,3,neutral
06:22:,1,neutral
05:49:,1,happy
07:00:,-13,happy
06:11:,1,neutral
06:15:,1,neutral
06:46:,1,neutral
04:49:,2,neutral
05:47:,6,sad
06:11:,1,happy
12:29:,-2,sad
15:07:,0,sad
19:41:,1,neutral
11:54:,1,happy
10:15:,1,happy
15:01:,16,neutral
15:16:,15,neutral
15:42:,32,happy
16:55:,15,happy
20:30:,-6,neutral
20:26:,1,neutral
13:11:,2,happy
19:52:,3,neutral
21:32:,0,neutral
21:06:,1,neutral
07:13:,-2,neutral
07:38:,1,neutral
09:13:,2,sad
12:09:,4,happy
23:32:,2,neutral
02:48:,11,sad
06:58:,1,happy
07:15:,11,neutral
07:17:,12,sad
11:08:,11,happy
11:53:,16,anger
13:09:,1,neutral
12:02:,2,neutral
22:38:,2,neutral
00:47:,-3,neutral
00:27:,3,neutral
02:22:,2,neutral
03:12:,50,sad
06:03:,1,sad
03:26:,16,happy
00:30:,3,happy
23:11:,12,hate
05:16:,3,happy
06:40:,2,neutral
07:58:,1,neutral
07:52:,2,sad
07:37:,1,sad
09:23:,2,happy
23:31:,2,neutral
02:28:,2,sad
00:30:,1,happy
03:11:,27,sad
02:27:,1,neutral
06:43:,1,neutral
09:52:,1,happy
08:03:,1,neutral
08:30:,8,neutral
09:27:,3,sad
12:15:,3,anger
00:35:,2,neutral
00:52:,3,sad
01:19:,1,sad
04:06:,0,neutral
02:10:,1,sad
02:55:,7,neutral
06:05:,0,sad
13:43:,1,neutral
13:13:,1,neutral
15:16:,4,sad
16:05:,1,happy
18:59:,17,sad
07:08:,3,sad
12:57:,12,happy
13:54:,1,neutral
16:44:,74,neutral
13:02:,7,neutral
14:46:,1,neutral
17:06:,2,neutral
16:27:,1,neutral
18:31:,17,happy
10:24:,2,hate
15:41:,22,neutral
14:06:,9,happy
13:50:,1,sad
13:47:,5,hate
13:59:,2,hate
15:26:,1,neutral
20:06:,21,happy
10:42:,4,neutral
19:11:,1,neutral
18:22:,2,hate
14:23:,1,sad
18:48:,4,happy
20:05:,96,neutral
06:51:,2,happy
03:30:,1,neutral
04:42:,-3,neutral
03:39:,64,hate
05:41:,1,happy
05:54:,6,neutral
03:23:,0,neutral
03:15:,1,sad
07:58:,7,sad
06:53:,0,sad
07:08:,1,sad
04:34:,8,neutral
05:54:,5,sad
08:38:,-48,hate
12:41:,12,happy
14:01:,1,neutral
07:00:,1,neutral
10:44:,4,sad
12:16:,5,neutral
19:55:,1,neutral
22:59:,1,sad
23:36:,1,sad
22:45:,0,neutral
21:22:,1,sad
14:26:,5,neutral
18:30:,1,neutral
20:26:,5,neutral
23:07:,4,sad
20:53:,1,neutral
19:44:,-17,neutral
20:08:,12,sad
21:55:,2,neutral
00:21:,5,neutral
01:08:,2,sad
14:17:,-16,neutral
16:57:,-5,neutral
20:28:,1,neutral
09:01:,1,happy
12:48:,3,neutral
10:40:,1,neutral
17:05:,1,neutral
12:43:,2,sad
13:05:,1,happy
16:36:,0,neutral
17:19:,1,neutral
23:23:,3,neutral
06:01:,1,neutral
07:12:,1,sad
06:29:,1,neutral
20:47:,1,neutral
21:18:,1,neutral
22:42:,1,neutral
07:24:,0,neutral
07:01:,1,neutral
07:36:,-18,sad
07:52:,-1,sad
09:44:,2,neutral
09:55:,2,sad
10:49:,9,sad
10:11:,37,sad
10:27:,1,neutral
02:34:,2,sad
00:34:,1,sad
04:03:,1,sad
11:07:,-2,happy
11:15:,3,sad
13:03:,26,happy
20:25:,1,neutral
03:07:,8,happy
14:48:,4,neutral
17:09:,1,happy
19:23:,1,sad
22:45:,1,happy
20:37:,7,neutral
02:39:,10,happy
16:13:,3,neutral
17:40:,1,neutral
20:07:,7,sad
22:48:,1,sad
00:21:,7,sad
03:08:,8,hate
19:05:,1,neutral
21:27:,1,neutral
22:42:,1,happy
01:05:,1,neutral
23:57:,6,happy
11:49:,3,neutral
14:47:,3,sad
15:14:,0,hate
22:24:,18,hate
05:20:,32,neutral
06:11:,1,neutral
07:11:,3,neutral
23:43:,0,neutral
01:44:,4,neutral
21:14:,4,happy
03:22:,4,sad
01:12:,1,neutral
22:50:,3,sad
06:11:,1,happy
08:55:,1,neutral
11:48:,1,neutral
12:52:,1,neutral
07:35:,2,sad
10:56:,2,sad
11:08:,7,sad
12:01:,1,sad
15:13:,1,anger
14:31:,1,neutral
19:59:,2,sad
20:54:,3,neutral
01:09:,0,hate
02:51:,2,neutral
03:41:,1,sad
02:48:,1,neutral
03:45:,1,neutral
01:18:,3,happy
01:20:,1,sad
06:29:,2,neutral
06:48:,4,hate
05:59:,2,sad
05:54:,3,neutral
17:01:,-5,neutral
23:21:,1,neutral
22:22:,6,sad
22:42:,19,happy
21:12:,5,neutral
22:40:,8,sad
22:53:,3,sad
21:45:,1,neutral
23:54:,2,sad
21:15:,2,hate
23:03:,11,happy
00:04:,-2,neutral
00:24:,1,anger
22:21:,1,neutral
05:59:,1,neutral
03:45:,0,neutral
01:39:,7,neutral
06:19:,30,sad
02:46:,10,hate
03:20:,1,neutral
07:41:,9,neutral
04:25:,1,neutral
03:49:,1,sad
07:15:,1,happy
07:35:,1,sad
06:28:,4,sad
17:28:,1,sad
23:03:,0,sad
04:15:,1,neutral
07:41:,-1,neutral
06:59:,1,neutral
04:22:,0,neutral
07:55:,2,neutral
05:21:,2,neutral
07:44:,2,sad
15:26:,1,neutral
00:43:,2,sad
02:32:,0,sad
14:43:,2,neutral
15:51:,-9,neutral
19:55:,1,neutral
21:48:,3,happy
22:48:,8,neutral
03:16:,1,anger
07:04:,13,hate
07:17:,3,neutral
04:34:,1,happy
02:49:,1,neutral
03:16:,2,happy
05:08:,1,neutral
19:41:,1,happy
16:24:,1,neutral
22:33:,0,hate
22:46:,1,sad
23:34:,1,happy
01:33:,1,sad
05:59:,1,neutral
01:13:,1,sad
17:49:,8,sad
18:38:,1,sad
02:36:,13,sad
03:45:,333,sad
07:53:,1,sad
06:37:,-1,neutral
06:15:,1,neutral
01:33:,3,neutral
05:48:,1,neutral
07:20:,2,neutral
07:51:,1,neutral
07:16:,0,neutral
06:12:,1,neutral
06:08:,1,happy
07:39:,35,happy
06:58:,15,sad
18:45:,0,neutral
18:11:,2,neutral
14:48:,3,happy
00:26:,1,neutral
22:17:,1,sad
13:47:,2,neutral
22:29:,2,neutral
00:49:,9,happy
00:53:,1,happy
01:44:,-7,hate
02:20:,2,neutral
07:06:,1,happy
22:49:,6,neutral
23:19:,1,neutral
01:00:,5,neutral
04:25:,2,neutral
02:13:,2,neutral
04:06:,3,neutral
04:05:,1,sad
07:24:,1,sad
03:40:,13,sad
01:08:,1,neutral
23:18:,14,neutral
23:58:,2,happy
00:07:,1,hate
01:07:,1,sad
05:09:,1,happy
04:06:,4,happy
20:21:,1,neutral
21:06:,7,neutral
01:09:,227,happy
00:13:,3,neutral
00:47:,1,neutral
04:17:,-5,neutral
23:32:,271,sad
04:48:,1,hate
00:37:,2,neutral
03:22:,-6,sad
06:22:,1,neutral
20:37:,8,happy
22:53:,1,sad
21:46:,3,neutral
21:42:,1,neutral
03:29:,3,happy
01:46:,1,happy
23:57:,1,sad
02:30:,37,happy
00:40:,14,neutral
03:29:,18,sad
03:37:,1,neutral
01:52:,-2,sad
03:16:,37,neutral
06:39:,3,neutral
07:30:,1,sad
02:24:,1,happy
05:31:,3,neutral
17:09:,1,sad
15:59:,2,neutral
20:30:,0,sad
07:28:,0,neutral
10:41:,1,neutral
20:42:,3,happy
22:26:,1,neutral
04:56:,3,neutral
14:00:,1,neutral
15:13:,1,neutral
17:00:,6,sad
20:03:,1,neutral
21:55:,5,happy
22:52:,3,neutral
23:31:,0,neutral
00:44:,6,anger
01:40:,1,neutral
05:39:,7,neutral
07:13:,8,neutral
04:04:,0,neutral
00:38:,-1,sad
00:25:,0,sad
03:57:,2,neutral
04:02:,1,happy
03:46:,1,neutral
15:35:,0,happy
16:00:,1,neutral
18:49:,3,happy
04:24:,9,sad
13:01:,1,neutral
23:21:,1,neutral
16:33:,1,neutral
17:08:,1,neutral
17:57:,2,sad
01:00:,16,happy
23:41:,35,sad
02:42:,0,happy
04:07:,1,neutral
05:43:,18,hate
04:59:,1,sad
07:52:,6,neutral
08:34:,0,sad
11:17:,1,neutral
22:18:,1,neutral
00:31:,-3,neutral
07:14:,4,happy
07:18:,1,sad
09:38:,0,sad
21:48:,1,neutral
07:48:,0,happy
03:00:,3,neutral
04:36:,-7,neutral
06:50:,1,neutral
02:44:,1,neutral
07:49:,3,neutral
04:41:,1,sad
06:27:,0,neutral
00:03:,50,neutral
22:00:,1,happy
02:32:,2,neutral
04:02:,1,happy
07:19:,11,neutral
06:51:,5,neutral
04:40:,1,neutral
07:51:,2,sad
11:52:,1,neutral
01:54:,1,neutral
02:04:,2,neutral
04:45:,1,neutral
04:47:,1,neutral
07:40:,2,sad
00:36:,1,happy
12:56:,77,sad
02:48:,1,neutral
06:09:,5,neutral
07:40:,1,sad
01:38:,1,sad
02:05:,1,happy
03:01:,5,happy
08:11:,0,happy
01:27:,11,neutral
02:43:,4,neutral
02:42:,49,neutral
03:26:,1,happy
23:12:,0,neutral
03:13:,2,neutral
05:01:,1,neutral
01:32:,2,sad
03:22:,1,sad
01:48:,1,neutral
22:54:,-1,sad
22:25:,-1,happy
03:55:,28,sad
04:29:,-1,sad
01:08:,230,sad
01:48:,-59,neutral
06:35:,1,sad
03:19:,1,neutral
03:28:,3,neutral
07:25:,6,neutral
18:08:,3,sad
23:58:,1,sad
00:25:,3,neutral
01:10:,-1,sad
04:28:,1,neutral
03:25:,2,neutral
04:54:,3,happy
01:35:,1,sad
07:50:,2,neutral
02:15:,1,happy
07:22:,1,neutral
03:01:,24,neutral
03:16:,1,sad
06:59:,19,hate
21:07:,3,neutral
22:03:,-2,sad
22:37:,2,sad
00:44:,11,neutral
00:59:,1,neutral
22:01:,2,neutral
01:44:,-11,neutral
05:25:,10,neutral
02:56:,1,neutral
06:27:,2,neutral
01:00:,1,neutral
07:44:,5,sad
08:25:,2,hate
10:11:,4,sad
06:39:,3,sad
03:42:,-5,neutral
06:04:,7,neutral
07:09:,12,neutral
03:00:,6,happy
02:27:,2,neutral
03:57:,12,sad
07:53:,25,anger
02:28:,9,neutral
05:59:,1,happy
08:23:,1,neutral
07:56:,2,neutral
12:17:,16,neutral
11:35:,6,sad
13:23:,6,hate
20:39:,1,neutral
08:53:,-1,neutral
00:59:,1,neutral
05:44:,2,happy
06:02:,4,neutral
03:18:,1,sad
03:41:,11,anger
06:42:,5,happy
06:51:,2,sad
10:55:,4,neutral
13:16:,3,sad
06:01:,3,neutral
06:08:,13,sad
05:57:,1,neutral
17:27:,1,neutral
22:54:,182,happy
13:35:,3,happy
16:09:,1,neutral
22:12:,1,happy
06:01:,3,happy
07:17:,13,happy
01:55:,0,neutral
02:10:,3,happy
05:32:,-9,neutral
22:16:,36,neutral
02:54:,2,happy
03:47:,-1,sad
05:46:,11,sad
02:27:,51,neutral
05:44:,1,hate
06:21:,23,sad
07:33:,1,neutral
08:15:,1,neutral
08:44:,2,sad
16:30:,3,neutral
17:44:,-10,sad
17:49:,2,neutral
00:41:,1,sad
01:32:,1,neutral
00:37:,1,sad
22:39:,5,hate
00:37:,2,happy
01:58:,2,neutral
03:56:,42,neutral
02:12:,9,happy
06:02:,2,happy
07:52:,1,neutral
06:31:,1,sad
07:41:,10,neutral
07:52:,1,neutral
07:58:,1,happy
08:57:,3,neutral
16:08:,1,neutral
01:04:,1,neutral
05:01:,1,neutral
00:56:,1,sad
03:59:,28,neutral
07:59:,1,neutral
05:42:,1,neutral
07:14:,1,sad
07:43:,16,neutral
04:39:,0,neutral
02:17:,4,happy
03:55:,0,neutral
08:06:,1,neutral
12:23:,1,happy
05:54:,3,happy
06:47:,0,happy
05:42:,2,happy
07:30:,2,hate
11:53:,3,neutral
13:48:,1,sad
02:11:,10,happy
23:52:,-1,happy
23:52:,-3,neutral
00:33:,4,happy
00:55:,2,hate
00:56:,1,neutral
01:23:,3,neutral
01:14:,3,sad
05:12:,2,happy
01:38:,1,neutral
00:22:,5,sad
05:16:,3,sad
02:50:,1,neutral
02:56:,1,sad
02:58:,1,neutral
01:57:,1,happy
02:01:,1,sad
04:05:,2,sad
06:30:,1,neutral
09:22:,1,neutral
10:49:,1,neutral
12:56:,0,hate
02:17:,2,sad
04:37:,1,sad
06:46:,1,neutral
07:38:,1,neutral
14:28:,0,neutral
23:44:,1,neutral
04:47:,13,hate
07:16:,-15,sad
23:28:,2,sad
02:14:,1,neutral
00:21:,6,happy
02:32:,2,happy
00:10:,1,sad
02:14:,1,sad
03:17:,1,sad
08:43:,1,neutral
09:17:,-2,sad
23:11:,-1,sad
04:08:,16,sad
04:19:,2,sad
06:12:,3,neutral
08:20:,2,neutral
07:17:,1,neutral
02:51:,9,happy
00:02:,3,sad
03:09:,7,sad
05:48:,4,happy
01:39:,3,happy
01:32:,2,sad
14:23:,1,neutral
18:51:,-75,hate
01:14:,2,neutral
05:20:,1,neutral
04:31:,2,anger
13:16:,0,neutral
20:35:,1,sad
00:06:,6,neutral
18:12:,28,neutral
18:59:,2,sad
02:53:,3,neutral
07:44:,-4,neutral
07:32:,61,neutral
04:57:,1,sad
05:18:,1,neutral
07:10:,4,neutral
07:16:,3,neutral
06:11:,2,happy
09:38:,12,anger
19:55:,19,sad
22:18:,12,neutral
04:32:,3,hate
05:31:,67,neutral
03:17:,12,sad
03:50:,3,neutral
04:08:,0,anger
14:49:,9,neutral
01:54:,105,neutral
16:33:,1,neutral
01:53:,1,hate
03:43:,1,sad
04:39:,5,anger
10:21:,-2,sad
15:31:,3,neutral
16:54:,2,neutral
19:38:,1,neutral
23:05:,3,neutral
03:04:,1,happy
03:47:,3,neutral
07:08:,1,happy
05:13:,1,sad
05:20:,-6,neutral
09:39:,-2,neutral
10:27:,1,happy
00:14:,1,happy
02:48:,1,sad
01:04:,1,neutral
07:15:,5,anger
03:58:,3,happy
04:28:,6,sad
06:54:,5,happy
07:07:,1,sad
20:41:,8,neutral
19:52:,3,happy
08:56:,0,neutral
15:21:,6,sad
02:22:,3,sad
03:57:,2,neutral
05:03:,1,sad
12:10:,1,neutral
13:51:,1,hate
15:22:,66,neutral
15:47:,1,happy
19:11:,18,neutral
19:02:,1,sad
05:38:,4,sad
02:12:,-13,neutral
03:48:,-2,sad
07:06:,3,sad
06:53:,-16,sad
06:35:,14,hate
07:04:,-1,neutral
07:32:,3,happy
02:20:,2,sad
07:20:,1,sad
21:42:,3,sad
03:42:,1,neutral
07:04:,1,neutral
08:48:,2,neutral
00:59:,1,neutral
06:27:,1,sad
07:28:,1,sad
18:50:,3,neutral
04:45:,1,sad
05:27:,1,happy
01:18:,3,sad
05:39:,0,neutral
07:52:,19,neutral
01:05:,1,sad
03:10:,1,neutral
04:45:,1,happy
02:49:,14,sad
02:51:,26,neutral
20:44:,0,neutral
05:51:,1,sad
04:58:,2,neutral
05:50:,2,happy
00:52:,0,neutral
15:44:,1,sad
00:53:,0,neutral
03:55:,6,sad
06:24:,0,neutral
07:27:,14,sad
08:11:,1,happy
01:34:,5,happy
02:48:,2,sad
06:35:,957,hate
03:34:,11,sad
06:03:,1,happy
02:06:,1,sad
05:07:,1,happy
07:37:,21,happy
19:03:,1,neutral
22:35:,18,neutral
06:59:,-2,sad
18:50:,31,anger
04:46:,1,neutral
07:43:,23,sad
02:01:,41,sad
02:11:,2,neutral
04:33:,31,neutral
06:08:,3,sad
03:53:,-2,sad
13:13:,1,neutral
20:39:,1,neutral
02:34:,1,happy
03:06:,-3,neutral
04:20:,101,neutral
02:33:,5,neutral
03:11:,9,anger
18:03:,4,neutral
13:20:,2,happy
06:03:,1,sad
07:30:,10,sad
07:08:,1,happy
21:25:,3,neutral
15:32:,1,sad
04:26:,13,neutral
07:04:,1,neutral
08:14:,-1,neutral
10:30:,1,neutral
14:09:,32,neutral
11:51:,1,sad
12:43:,-13,happy
11:04:,-6,happy
11:11:,8,neutral
14:13:,8,sad
14:37:,10,neutral
04:24:,2,neutral
05:58:,35,sad
05:39:,2,neutral
07:34:,5,neutral
05:43:,3,neutral
05:18:,936,sad
03:01:,1,sad
06:49:,1,neutral
01:04:,1,sad
04:21:,8,sad
01:19:,0,hate
04:25:,2,neutral
03:28:,2,neutral
04:21:,1,neutral
23:16:,1,sad
01:35:,15,sad
03:18:,1,neutral
16:13:,1,neutral
00:49:,1,neutral
00:56:,2,neutral
07:45:,67,happy
00:25:,1,hate
07:01:,2,sad
23:23:,8,happy
08:19:,21,sad
03:56:,1,neutral
06:03:,-3,hate
04:31:,28,happy
05:41:,3,sad
11:34:,8,neutral
22:34:,1,neutral
04:15:,1,neutral
05:49:,-4,neutral
08:08:,10,sad
23:18:,20,sad
02:02:,1,neutral
04:31:,4,neutral
03:56:,1,sad
03:12:,8,neutral
02:48:,2,neutral
04:57:,2,sad
04:17:,3,neutral
04:35:,2,happy
00:47:,-1,neutral
07:55:,1,happy
05:51:,1,neutral
04:03:,1,happy
05:16:,2,neutral
02:07:,0,sad
09:06:,1,neutral
09:16:,2,happy
00:13:,2,neutral
06:29:,5,neutral
08:11:,0,sad
20:06:,6,sad
20:37:,2,sad
20:30:,1,neutral
06:10:,2,happy
04:46:,1,hate
05:15:,1,neutral
06:23:,1,happy
05:25:,0,neutral
12:56:,1,neutral
03:54:,6,neutral
00:41:,19,happy
17:24:,1,neutral
19:10:,0,sad
00:23:,1,sad
00:58:,5,sad
02:21:,-7,neutral
00:46:,2,neutral
03:59:,8,neutral
04:41:,-5,neutral
10:31:,1,neutral
05:24:,2,sad
06:16:,0,sad
06:33:,1,hate
07:44:,1,happy
15:31:,7,sad
22:46:,-14,happy
00:14:,5,neutral
03:17:,11,sad
07:52:,1,happy
06:13:,-1,neutral
07:35:,3,neutral
07:16:,1,neutral
09:18:,1,happy
13:04:,0,sad
18:33:,2,sad
12:57:,5,sad
21:45:,1,happy
23:09:,3,neutral
02:54:,148,hate
00:59:,1,happy
04:26:,1,neutral
01:40:,8,sad
02:46:,4,sad
00:47:,1,neutral
07:11:,2,happy
07:32:,-4,sad
04:37:,12,sad
21:56:,1,sad
12:02:,-1,sad
20:33:,1,hate
21:37:,1,sad
01:55:,1,sad
06:39:,39,happy
08:39:,2,neutral
08:44:,1,neutral
09:17:,2,anger
08:07:,4,neutral
08:12:,277,neutral
09:07:,0,sad
09:02:,-1,neutral
08:15:,1,sad
08:32:,1,neutral
08:18:,1,happy
08:16:,18,neutral
09:05:,1,neutral
09:02:,11,happy
09:09:,5,neutral
09:45:,156,happy
10:14:,0,hate
08:20:,1,happy
08:51:,-2,neutral
08:50:,10,sad
09:10:,1,happy
09:33:,1,sad
08:06:,68,hate
08:06:,303,sad
09:01:,1,neutral
08:43:,5,sad
